sample_index,t_elapsed_sec,raw_lat,raw_lon,raw_enu_e,raw_enu_n,raw_speed_mps,raw_course_deg,raw_hdop,raw_sats,gnss_age_sec,filt_lat,filt_lon,filt_enu_e,filt_enu_n,filt_speed_mps,filt_course_deg,filt_ve,filt_vn,is_filtered,filter_mode,innovation_dist_m,displacement_m,accepted_count,rejected_count,reseed_count,filter_gnss_age_sec
696,139.0,12.9356465,77.6207982,-1.736,3.228,0.0,,1.38,6,0.24,12.9356827,77.6208019,-1.334,7.258,0.19,,0.0,0.0,True,stationary,1.47,6.38,605,0,2,0.05
697,139.2,12.9356465,77.6207982,-1.736,3.228,0.0,,1.38,6,0.44,12.9356826,77.6208015,-1.378,7.247,0.18,,0.0,0.0,True,stationary,1.47,6.38,605,0,2,0.25
698,139.4,12.9356465,77.6207982,-1.736,3.228,0.0,,1.38,6,0.64,12.9356825,77.6208012,-1.41,7.236,0.18,,0.0,0.0,True,stationary,1.47,6.38,605,0,2,0.45
699,139.6,12.9356465,77.6207982,-1.736,3.228,0.0,,1.38,6,0.85,12.9356824,77.6208009,-1.443,7.225,0.17,,0.0,0.0,True,stationary,1.47,6.38,605,0,2,0.66
700,139.8,12.935641,77.6208008,-1.454,2.616,1.15,,1.38,6,0.04,12.9356824,77.6208009,-1.443,7.225,0.17,,0.0,0.0,True,stationary,1.47,6.38,605,0,2,0.85
701,140.0,12.935641,77.6208008,-1.454,2.616,1.15,,1.38,6,0.24,12.9356879,77.6208024,-1.28,7.837,1.01,359.4,-0.011,1.01,True,moving,0.98,4.59,606,0,2,0.18
702,140.2,12.935641,77.6208008,-1.454,2.616,1.15,,1.38,6,0.44,12.9356899,77.6208024,-1.28,8.06,1.01,359.4,-0.011,1.01,True,moving,0.98,4.59,606,0,2,0.38
703,140.4,12.935641,77.6208008,-1.454,2.616,1.15,,1.38,6,0.64,12.9356919,77.6208024,-1.28,8.282,1.01,359.4,-0.011,1.01,True,moving,0.98,4.59,606,0,2,0.57
704,140.6,12.935641,77.6208008,-1.454,2.616,1.15,,1.38,6,0.84,12.9356939,77.6208024,-1.28,8.505,1.01,359.4,-0.011,1.01,True,moving,0.98,4.59,606,0,2,0.77
705,140.8,12.935652,77.6208008,-1.454,3.841,1.15,,1.38,6,0.04,12.9356958,77.6208023,-1.291,8.716,1.01,359.4,-0.011,1.01,True,moving,0.98,4.59,606,0,2,0.97
706,141.0,12.935652,77.6208008,-1.454,3.841,1.15,,1.38,6,0.24,12.9356898,77.6208021,-1.313,8.048,1.11,359.9,-0.002,1.11,True,moving,1.3,5.1,607,0,2,0.08
707,141.2,12.935652,77.6208008,-1.454,3.841,1.15,,1.38,6,0.44,12.9356919,77.6208021,-1.313,8.282,1.11,359.9,-0.002,1.11,True,moving,1.3,5.1,607,0,2,0.28
708,141.4,12.935652,77.6208008,-1.454,3.841,1.15,,1.38,6,0.64,12.9356941,77.6208021,-1.313,8.527,1.11,359.9,-0.002,1.11,True,moving,1.3,5.1,607,0,2,0.48
709,141.6,12.935652,77.6208008,-1.454,3.841,1.15,,1.38,6,0.84,12.9356962,77.6208021,-1.313,8.761,1.11,359.9,-0.002,1.11,True,moving,1.3,5.1,607,0,2,0.68
710,141.8,12.935652,77.6208008,-1.454,3.841,1.15,,1.38,6,0.04,12.9356906,77.6208019,-1.334,8.137,1.13,360.0,-0.0,1.13,True,moving,1.35,5.16,608,0,2,0.02
711,142.0,12.935652,77.6208008,-1.454,3.841,1.15,,1.38,6,0.25,12.9356929,77.6208019,-1.334,8.393,1.13,360.0,-0.0,1.13,True,moving,1.35,5.16,608,0,2,0.24
712,142.2,12.935652,77.6208008,-1.454,3.841,1.15,,1.38,6,0.44,12.9356929,77.6208019,-1.334,8.393,1.13,360.0,-0.0,1.13,True,moving,1.35,5.16,608,0,2,0.42
713,142.4,12.935652,77.6208008,-1.454,3.841,1.15,,1.38,6,0.64,12.9356951,77.6208019,-1.334,8.638,1.13,360.0,-0.0,1.13,True,moving,1.35,5.16,608,0,2,0.62
714,142.6,12.935652,77.6208008,-1.454,3.841,1.15,,1.38,6,0.84,12.9356973,77.6208019,-1.334,8.883,1.13,360.0,-0.0,1.13,True,moving,1.35,5.16,608,0,2,0.82
715,142.8,12.935652,77.6208008,-1.454,3.841,0.0,,1.38,6,0.04,12.9356994,77.6208019,-1.334,9.117,1.13,360.0,-0.0,1.13,True,moving,1.35,5.16,608,0,2,1.02
716,143.0,12.935652,77.6208008,-1.454,3.841,0.0,,1.38,6,0.24,12.935692,77.6208017,-1.356,8.293,0.75,359.3,-0.009,0.75,True,moving,1.44,5.52,609,0,2,0.14
717,143.2,12.935652,77.6208008,-1.454,3.841,0.0,,1.38,6,0.44,12.9356934,77.6208016,-1.367,8.449,0.75,359.3,-0.009,0.75,True,moving,1.44,5.52,609,0,2,0.34
718,143.4,12.935652,77.6208008,-1.454,3.841,0.0,,1.38,6,0.64,12.9356949,77.6208016,-1.367,8.616,0.75,359.3,-0.009,0.75,True,moving,1.44,5.52,609,0,2,0.54
719,143.6,12.935652,77.6208008,-1.454,3.841,0.0,,1.38,6,0.84,12.9356963,77.6208016,-1.367,8.772,0.75,359.3,-0.009,0.75,True,moving,1.44,5.52,609,0,2,0.74
720,143.8,12.935652,77.6208008,-1.454,3.841,0.0,,1.73,6,0.04,12.9356977,77.6208016,-1.367,8.928,0.75,359.3,-0.009,0.75,True,moving,1.44,5.52,609,0,2,0.94
721,144.0,12.935652,77.6208008,-1.454,3.841,0.0,,1.73,6,0.24,12.9356871,77.6208014,-1.389,7.748,0.05,,0.0,0.0,True,stationary,1.05,5.25,610,0,2,0.08
722,144.2,12.935652,77.6208008,-1.454,3.841,0.0,,1.73,6,0.44,12.9356872,77.6208013,-1.4,7.759,0.05,,0.0,0.0,True,stationary,1.05,5.25,610,0,2,0.28
723,144.4,12.935652,77.6208008,-1.454,3.841,0.0,,1.73,6,0.64,12.9356873,77.6208013,-1.4,7.77,0.05,,0.0,0.0,True,stationary,1.05,5.25,610,0,2,0.48
724,144.6,12.935652,77.6208008,-1.454,3.841,0.0,,1.73,6,0.84,12.9356874,77.6208013,-1.4,7.781,0.05,,0.0,0.0,True,stationary,1.05,5.25,610,0,2,0.68
725,144.8,12.935652,77.6208008,-1.454,3.841,0.0,,1.38,6,0.04,12.9356704,77.620801,-1.432,5.889,0.78,181.9,-0.026,-0.78,True,moving,0.82,3.95,611,0,2,0.02
726,145.0,12.935652,77.6208008,-1.454,3.841,0.0,,1.38,6,0.24,12.9356689,77.620801,-1.432,5.722,0.78,181.9,-0.026,-0.78,True,moving,0.82,3.95,611,0,2,0.23
727,145.2,12.935652,77.6208008,-1.454,3.841,0.0,,1.38,6,0.44,12.9356689,77.620801,-1.432,5.722,0.78,181.9,-0.026,-0.78,True,moving,0.82,3.95,611,0,2,0.42
728,145.4,12.935652,77.6208008,-1.454,3.841,0.0,,1.38,6,0.64,12.9356674,77.6208009,-1.443,5.555,0.78,181.9,-0.026,-0.78,True,moving,0.82,3.95,611,0,2,0.62
729,145.6,12.935652,77.6208008,-1.454,3.841,0.0,,1.38,6,0.84,12.9356659,77.6208009,-1.443,5.388,0.78,181.9,-0.026,-0.78,True,moving,0.82,3.95,611,0,2,0.82
730,145.8,12.9356523,77.6208077,-0.705,3.874,1.67,,1.73,6,0.04,12.9356644,77.6208008,-1.454,5.221,0.78,181.9,-0.026,-0.78,True,moving,0.82,3.95,611,0,2,1.02
731,146.0,12.9356523,77.6208077,-0.705,3.874,1.67,,1.73,6,0.24,12.9356861,77.6208027,-1.248,7.637,1.54,0.2,0.005,1.54,True,moving,0.25,1.4,612,0,2,0.15
732,146.2,12.9356523,77.6208077,-0.705,3.874,1.67,,1.73,6,0.44,12.935689,77.6208027,-1.248,7.959,1.54,0.2,0.005,1.54,True,moving,0.25,1.4,612,0,2,0.35
733,146.4,12.9356523,77.6208077,-0.705,3.874,1.67,,1.73,6,0.64,12.935692,77.6208027,-1.248,8.293,1.54,0.2,0.005,1.54,True,moving,0.25,1.4,612,0,2,0.55
734,146.6,12.9356523,77.6208077,-0.705,3.874,1.67,,1.73,6,0.84,12.9356949,77.6208027,-1.248,8.616,1.54,0.2,0.005,1.54,True,moving,0.25,1.4,612,0,2,0.75
735,146.8,12.9356523,77.6208077,-0.705,3.874,0.0,,1.38,6,0.04,12.9356979,77.6208027,-1.248,8.95,1.54,0.2,0.005,1.54,True,moving,0.25,1.4,612,0,2,0.95
736,147.0,12.9356523,77.6208077,-0.705,3.874,0.0,,1.38,6,0.24,12.9356857,77.6208043,-1.074,7.592,1.21,1.8,0.038,1.209,True,moving,1.3,5.43,613,0,2,0.09
737,147.2,12.9356523,77.6208077,-0.705,3.874,0.0,,1.38,6,0.44,12.935688,77.6208044,-1.063,7.848,1.21,1.8,0.038,1.209,True,moving,1.3,5.43,613,0,2,0.29
738,147.4,12.9356523,77.6208077,-0.705,3.874,0.0,,1.38,6,0.64,12.9356903,77.6208044,-1.063,8.104,1.21,1.8,0.038,1.209,True,moving,1.3,5.43,613,0,2,0.49
739,147.6,12.9356523,77.6208077,-0.705,3.874,0.0,,1.38,6,0.84,12.9356926,77.6208045,-1.052,8.36,1.21,1.8,0.038,1.209,True,moving,1.3,5.43,613,0,2,0.69
740,147.8,12.9356523,77.6208077,-0.705,3.874,0.0,,1.38,6,0.04,12.93568,77.6208057,-0.922,6.957,0.54,9.3,0.087,0.533,True,moving,1.11,4.76,614,0,2,0.03
741,148.0,12.9356523,77.6208077,-0.705,3.874,0.0,,1.38,6,0.24,12.935681,77.6208058,-0.911,7.069,0.54,9.3,0.087,0.533,True,moving,1.11,4.76,614,0,2,0.24
742,148.2,12.9356523,77.6208077,-0.705,3.874,0.0,,1.38,6,0.44,12.935681,77.6208058,-0.911,7.069,0.54,9.3,0.087,0.533,True,moving,1.11,4.76,614,0,2,0.43
743,148.4,12.9356523,77.6208077,-0.705,3.874,0.0,,1.38,6,0.64,12.9356821,77.620806,-0.89,7.191,0.54,9.3,0.087,0.533,True,moving,1.11,4.76,614,0,2,0.63
744,148.6,12.9356523,77.6208077,-0.705,3.874,0.0,,1.38,6,0.84,12.9356831,77.6208062,-0.868,7.303,0.54,9.3,0.087,0.533,True,moving,1.11,4.76,614,0,2,0.83
745,148.8,12.9356523,77.6208077,-0.705,3.874,0.0,,1.73,6,0.04,12.9356841,77.6208064,-0.846,7.414,0.54,9.3,0.087,0.533,True,moving,1.11,4.76,614,0,2,1.03
746,149.0,12.9356523,77.6208077,-0.705,3.874,0.0,,1.73,6,0.24,12.9356727,77.620807,-0.781,6.145,0.15,,0.0,0.0,True,stationary,0.67,3.66,615,0,2,0.14
747,149.2,12.9356523,77.6208077,-0.705,3.874,0.0,,1.73,6,0.44,12.9356725,77.6208072,-0.759,6.123,0.14,,0.0,0.0,True,stationary,0.67,3.66,615,0,2,0.34
748,149.4,12.9356523,77.6208077,-0.705,3.874,0.0,,1.73,6,0.64,12.9356723,77.6208074,-0.738,6.1,0.14,,0.0,0.0,True,stationary,0.67,3.66,615,0,2,0.54
749,149.6,12.9356523,77.6208077,-0.705,3.874,0.0,,1.73,6,0.84,12.9356721,77.6208076,-0.716,6.078,0.13,,0.0,0.0,True,stationary,0.67,3.66,615,0,2,0.74
750,149.8,12.9356522,77.6208213,0.77,3.863,1.44,,1.73,6,0.04,12.935672,77.6208078,-0.694,6.067,0.13,,0.0,0.0,True,stationary,0.67,3.66,615,0,2,0.94
751,150.0,12.9356522,77.6208213,0.77,3.863,1.44,,1.73,6,0.24,12.9356908,77.6208091,-0.553,8.16,1.33,0.9,0.021,1.33,True,moving,0.43,2.62,616,0,2,0.06
752,150.2,12.9356522,77.6208213,0.77,3.863,1.44,,1.73,6,0.44,12.9356934,77.6208091,-0.553,8.449,1.33,0.9,0.021,1.33,True,moving,0.43,2.62,616,0,2,0.26
753,150.4,12.9356522,77.6208213,0.77,3.863,1.44,,1.73,6,0.64,12.9356959,77.6208092,-0.542,8.727,1.33,0.9,0.021,1.33,True,moving,0.43,2.62,616,0,2,0.46
754,150.6,12.9356522,77.6208213,0.77,3.863,1.44,,1.73,6,0.84,12.9356984,77.6208092,-0.542,9.006,1.33,0.9,0.021,1.33,True,moving,0.43,2.62,616,0,2,0.66
755,150.8,12.9356558,77.6208362,2.387,4.264,1.64,,1.73,6,0.05,12.9356948,77.6208136,-0.065,8.605,1.6,0.4,0.011,1.6,True,moving,1.22,5.82,617,0,2,0.02
756,151.0,12.9356558,77.6208362,2.387,4.264,1.64,,1.73,6,0.24,12.9356948,77.6208136,-0.065,8.605,1.6,0.4,0.011,1.6,True,moving,1.22,5.82,617,0,2,0.21
757,151.2,12.9356558,77.6208362,2.387,4.264,1.64,,1.73,6,0.44,12.935698,77.6208137,-0.054,8.961,1.6,0.4,0.011,1.6,True,moving,1.22,5.82,617,0,2,0.41
758,151.4,12.9356558,77.6208362,2.387,4.264,1.64,,1.73,6,0.64,12.9357011,77.6208137,-0.054,9.306,1.6,0.4,0.011,1.6,True,moving,1.22,5.82,617,0,2,0.61
759,151.6,12.9356558,77.6208362,2.387,4.264,1.64,,1.73,6,0.84,12.9357041,77.6208137,-0.054,9.64,1.6,0.4,0.011,1.6,True,moving,1.22,5.82,617,0,2,0.81
760,151.8,12.9356558,77.6208362,2.387,4.264,0.0,,1.73,6,0.04,12.9357072,77.6208137,-0.054,9.985,1.6,0.4,0.011,1.6,True,moving,1.22,5.82,617,0,2,1.01
761,152.0,12.9356558,77.6208362,2.387,4.264,0.0,,1.73,6,0.24,12.9357007,77.6208177,0.38,9.262,1.33,5.2,0.121,1.325,True,moving,1.37,6.53,618,0,2,0.13
762,152.2,12.9356558,77.6208362,2.387,4.264,0.0,,1.73,6,0.44,12.9357032,77.6208179,0.401,9.54,1.33,5.2,0.121,1.325,True,moving,1.37,6.53,618,0,2,0.33
763,152.4,12.9356558,77.6208362,2.387,4.264,0.0,,1.73,6,0.64,12.9357058,77.6208182,0.434,9.83,1.33,5.2,0.121,1.325,True,moving,1.37,6.53,618,0,2,0.53
764,152.6,12.9356558,77.6208362,2.387,4.264,0.0,,1.73,6,0.84,12.9357083,77.6208184,0.456,10.108,1.33,5.2,0.121,1.325,True,moving,1.37,6.53,618,0,2,0.73
765,152.8,12.9356558,77.6208362,2.387,4.264,0.0,,1.73,6,0.04,12.9357109,77.6208186,0.477,10.397,1.33,5.2,0.121,1.325,True,moving,1.37,6.53,618,0,2,0.93
766,153.0,12.9356558,77.6208362,2.387,4.264,0.0,,1.73,6,0.24,12.935697,77.6208238,1.042,8.85,0.62,35.9,0.364,0.502,True,moving,1.31,6.68,619,0,2,0.07
767,153.2,12.9356558,77.6208362,2.387,4.264,0.0,,1.73,6,0.44,12.9356979,77.6208245,1.117,8.95,0.62,35.9,0.364,0.502,True,moving,1.31,6.68,619,0,2,0.27
768,153.4,12.9356558,77.6208362,2.387,4.264,0.0,,1.73,6,0.64,12.9356989,77.6208252,1.193,9.061,0.62,35.9,0.364,0.502,True,moving,1.31,6.68,619,0,2,0.47
769,153.6,12.9356558,77.6208362,2.387,4.264,0.0,,1.73,6,0.84,12.9356998,77.6208259,1.269,9.162,0.62,35.9,0.364,0.502,True,moving,1.31,6.68,619,0,2,0.67
770,153.8,12.9356495,77.6208377,2.55,3.562,1.01,,1.73,6,0.04,12.9356948,77.6208255,1.226,8.605,0.95,1.3,0.022,0.95,True,moving,1.06,5.83,620,0,2,0.02
771,154.0,12.9356495,77.6208377,2.55,3.562,1.01,,1.73,6,0.25,12.9356966,77.6208256,1.237,8.805,0.95,1.3,0.022,0.95,True,moving,1.06,5.83,620,0,2,0.23
772,154.2,12.9356495,77.6208377,2.55,3.562,1.01,,1.73,6,0.44,12.9356966,77.6208256,1.237,8.805,0.95,1.3,0.022,0.95,True,moving,1.06,5.83,620,0,2,0.42
773,154.4,12.9356495,77.6208377,2.55,3.562,1.01,,1.73,6,0.64,12.9356985,77.6208256,1.237,9.017,0.95,1.3,0.022,0.95,True,moving,1.06,5.83,620,0,2,0.62
774,154.6,12.9356495,77.6208377,2.55,3.562,1.01,,1.73,6,0.84,12.9357004,77.6208257,1.248,9.228,0.95,1.3,0.022,0.95,True,moving,1.06,5.83,620,0,2,0.82
775,154.8,12.9356475,77.620838,2.582,3.34,0.81,,1.73,6,0.04,12.9357022,77.6208257,1.248,9.429,0.95,1.3,0.022,0.95,True,moving,1.06,5.83,620,0,2,1.02
776,155.0,12.9356475,77.620838,2.582,3.34,0.81,,1.73,6,0.24,12.9356929,77.6208279,1.486,8.393,0.8,0.4,0.006,0.8,True,moving,1.32,6.43,621,0,2,0.14
777,155.2,12.9356475,77.620838,2.582,3.34,0.81,,1.73,6,0.44,12.9356945,77.6208279,1.486,8.572,0.8,0.4,0.006,0.8,True,moving,1.32,6.43,621,0,2,0.34
778,155.4,12.9356475,77.620838,2.582,3.34,0.81,,1.73,6,0.64,12.935696,77.620828,1.497,8.739,0.8,0.4,0.006,0.8,True,moving,1.32,6.43,621,0,2,0.54
779,155.6,12.9356475,77.620838,2.582,3.34,0.81,,1.73,6,0.84,12.9356976,77.620828,1.497,8.917,0.8,0.4,0.006,0.8,True,moving,1.32,6.43,621,0,2,0.74
780,155.8,12.9356475,77.620838,2.582,3.34,0.0,,1.73,6,0.04,12.9356991,77.620828,1.497,9.084,0.8,0.4,0.006,0.8,True,moving,1.32,6.43,621,0,2,0.94
781,156.0,12.9356475,77.620838,2.582,3.34,0.0,,1.73,6,0.24,12.9356907,77.6208299,1.703,8.149,0.54,5.7,0.054,0.537,True,moving,1.25,6.02,622,0,2,0.06
782,156.2,12.9356475,77.620838,2.582,3.34,0.0,,1.73,6,0.44,12.9356917,77.62083,1.714,8.26,0.54,5.7,0.054,0.537,True,moving,1.25,6.02,622,0,2,0.26
783,156.4,12.9356475,77.620838,2.582,3.34,0.0,,1.73,6,0.64,12.9356927,77.6208301,1.725,8.371,0.54,5.7,0.054,0.537,True,moving,1.25,6.02,622,0,2,0.46
784,156.6,12.9356475,77.620838,2.582,3.34,0.0,,1.73,6,0.84,12.9356938,77.6208302,1.736,8.494,0.54,5.7,0.054,0.537,True,moving,1.25,6.02,622,0,2,0.66
785,156.8,12.9356458,77.6208365,2.419,3.15,1.59,,1.73,6,0.04,12.9356938,77.6208302,1.736,8.494,0.54,5.7,0.054,0.537,True,moving,1.25,6.02,622,0,2,0.86
786,157.0,12.9356458,77.6208365,2.419,3.15,1.59,,1.73,6,0.24,12.9356937,77.620831,1.823,8.483,1.51,0.2,0.005,1.51,True,moving,1.1,5.51,623,0,2,0.18
787,157.2,12.9356458,77.6208365,2.419,3.15,1.59,,1.73,6,0.43,12.9356966,77.620831,1.823,8.805,1.51,0.2,0.005,1.51,True,moving,1.1,5.51,623,0,2,0.38
788,157.4,12.9356458,77.6208365,2.419,3.15,1.59,,1.73,6,0.64,12.9356995,77.620831,1.823,9.128,1.51,0.2,0.005,1.51,True,moving,1.1,5.51,623,0,2,0.58
789,157.6,12.9356458,77.6208365,2.419,3.15,1.59,,1.73,6,0.84,12.9357024,77.620831,1.823,9.451,1.51,0.2,0.005,1.51,True,moving,1.1,5.51,623,0,2,0.78
790,157.8,12.9356612,77.6208312,1.844,4.865,1.59,,1.73,6,0.04,12.9357053,77.620831,1.823,9.774,1.51,0.2,0.005,1.51,True,moving,1.1,5.51,623,0,2,0.98
791,158.0,12.9356612,77.6208312,1.844,4.865,1.59,,1.73,6,0.24,12.935701,77.6208311,1.834,9.295,1.57,0.0,0.0,1.57,True,moving,1.09,5.23,624,0,2,0.11
792,158.2,12.9356612,77.6208312,1.844,4.865,1.59,,1.73,6,0.44,12.9357041,77.6208311,1.834,9.64,1.57,0.0,0.0,1.57,True,moving,1.09,5.23,624,0,2,0.31
793,158.4,12.9356612,77.6208312,1.844,4.865,1.59,,1.73,6,0.64,12.9357071,77.6208311,1.834,9.974,1.57,0.0,0.0,1.57,True,moving,1.09,5.23,624,0,2,0.51
794,158.6,12.9356612,77.6208312,1.844,4.865,1.59,,1.73,6,0.84,12.93571,77.6208311,1.834,10.297,1.57,0.0,0.0,1.57,True,moving,1.09,5.23,624,0,2,0.71
795,158.8,12.9356612,77.6208312,1.844,4.865,0.0,,1.73,6,0.04,12.935713,77.6208311,1.834,10.631,1.57,0.0,0.0,1.57,True,moving,1.09,5.23,624,0,2,0.91
796,159.0,12.9356612,77.6208312,1.844,4.865,0.0,,1.73,6,0.24,12.9357067,77.6208311,1.834,9.93,1.3,0.1,0.002,1.3,True,moving,1.29,6.1,625,0,2,0.04
797,159.2,12.9356612,77.6208312,1.844,4.865,0.0,,1.73,6,0.44,12.9357092,77.6208311,1.834,10.208,1.3,0.1,0.002,1.3,True,moving,1.29,6.1,625,0,2,0.24
798,159.4,12.9356612,77.6208312,1.844,4.865,0.0,,1.73,6,0.64,12.9357117,77.6208311,1.834,10.486,1.3,0.1,0.002,1.3,True,moving,1.29,6.1,625,0,2,0.44
799,159.6,12.9356612,77.6208312,1.844,4.865,0.0,,1.73,6,0.85,12.9357142,77.6208311,1.834,10.765,1.3,0.1,0.002,1.3,True,moving,1.29,6.1,625,0,2,0.66
800,159.8,12.9356685,77.6208335,2.094,5.677,1.71,,1.73,6,0.04,12.9357142,77.6208311,1.834,10.765,1.3,0.1,0.002,1.3,True,moving,1.29,6.1,625,0,2,0.84
801,160.0,12.9356685,77.6208335,2.094,5.677,1.71,,1.73,6,0.24,12.9357119,77.6208315,1.877,10.509,1.66,0.0,0.0,1.66,True,moving,1.08,5.38,626,0,2,0.18
802,160.2,12.9356685,77.6208335,2.094,5.677,1.71,,1.73,6,0.44,12.9357151,77.6208315,1.877,10.865,1.66,0.0,0.0,1.66,True,moving,1.08,5.38,626,0,2,0.38
803,160.4,12.9356685,77.6208335,2.094,5.677,1.71,,1.73,6,0.64,12.9357183,77.6208315,1.877,11.221,1.66,0.0,0.0,1.66,True,moving,1.08,5.38,626,0,2,0.58
804,160.6,12.9356685,77.6208335,2.094,5.677,1.71,,1.73,6,0.84,12.9357215,77.6208315,1.877,11.577,1.66,0.0,0.0,1.66,True,moving,1.08,5.38,626,0,2,0.78
805,160.8,12.9356685,77.6208335,2.094,5.677,0.0,,1.73,6,0.04,12.9357247,77.6208315,1.877,11.933,1.66,0.0,0.0,1.66,True,moving,1.08,5.38,626,0,2,0.99
806,161.0,12.9356685,77.6208335,2.094,5.677,0.0,,1.73,6,0.24,12.9357177,77.6208318,1.91,11.154,1.36,0.5,0.012,1.36,True,moving,1.39,6.63,627,0,2,0.11
807,161.2,12.9356685,77.6208335,2.094,5.677,0.0,,1.73,6,0.44,12.9357203,77.6208319,1.92,11.444,1.36,0.5,0.012,1.36,True,moving,1.39,6.63,627,0,2,0.31
808,161.4,12.9356685,77.6208335,2.094,5.677,0.0,,1.73,6,0.64,12.935723,77.6208319,1.92,11.744,1.36,0.5,0.012,1.36,True,moving,1.39,6.63,627,0,2,0.51
809,161.6,12.9356685,77.6208335,2.094,5.677,0.0,,1.73,6,0.84,12.9357256,77.6208319,1.92,12.034,1.36,0.5,0.012,1.36,True,moving,1.39,6.63,627,0,2,0.71
810,161.8,12.9356685,77.6208335,2.094,5.677,0.0,,1.73,6,0.04,12.9357282,77.6208319,1.92,12.323,1.36,0.5,0.012,1.36,True,moving,1.39,6.63,627,0,2,0.91
811,162.0,12.9356685,77.6208335,2.094,5.677,0.0,,1.73,6,0.24,12.9357128,77.6208324,1.975,10.609,0.44,4.4,0.034,0.439,True,moving,1.35,6.94,628,0,2,0.02
812,162.2,12.9356685,77.6208335,2.094,5.677,0.0,,1.73,6,0.44,12.9357136,77.6208325,1.985,10.698,0.44,4.4,0.034,0.439,True,moving,1.35,6.94,628,0,2,0.23
813,162.4,12.9356685,77.6208335,2.094,5.677,0.0,,1.73,6,0.64,12.9357136,77.6208325,1.985,10.698,0.44,4.4,0.034,0.439,True,moving,1.35,6.94,628,0,2,0.42
814,162.6,12.9356685,77.6208335,2.094,5.677,0.0,,1.73,6,0.83,12.9357145,77.6208325,1.985,10.798,0.44,4.4,0.034,0.439,True,moving,1.35,6.94,628,0,2,0.62
815,162.8,12.9356832,77.620853,4.21,7.314,0.0,,1.37,6,0.04,12.9357154,77.6208326,1.996,10.898,0.44,4.4,0.034,0.439,True,moving,1.35,6.94,628,0,2,0.83
816,163.0,12.9356832,77.620853,4.21,7.314,0.0,,1.37,6,0.24,12.9356995,77.620843,3.125,9.128,0.66,126.1,0.533,-0.389,True,moving,0.88,4.29,629,0,2,0.16
817,163.2,12.9356832,77.620853,4.21,7.314,0.0,,1.37,6,0.44,12.9356987,77.620844,3.233,9.039,0.66,126.1,0.533,-0.389,True,moving,0.88,4.29,629,0,2,0.36
818,163.4,12.9356832,77.620853,4.21,7.314,0.0,,1.37,6,0.64,12.935698,77.6208451,3.352,8.961,0.66,126.1,0.533,-0.389,True,moving,0.88,4.29,629,0,2,0.56
819,163.6,12.9356832,77.620853,4.21,7.314,0.0,,1.37,6,0.84,12.9356972,77.6208461,3.461,8.872,0.66,126.1,0.533,-0.389,True,moving,0.88,4.29,629,0,2,0.76
820,163.8,12.9356832,77.620853,4.21,7.314,0.0,,4.06,6,0.04,12.9356965,77.6208472,3.58,8.794,0.66,126.1,0.533,-0.389,True,moving,0.88,4.29,629,0,2,0.96
821,164.0,12.9356832,77.620853,4.21,7.314,0.0,,4.06,6,0.24,12.9356941,77.6208489,3.765,8.527,0.73,129.6,0.562,-0.465,True,moving,0.14,1.49,630,0,2,0.08
822,164.2,12.9356832,77.620853,4.21,7.314,0.0,,4.06,6,0.44,12.9356932,77.62085,3.884,8.427,0.73,129.6,0.562,-0.465,True,moving,0.14,1.49,630,0,2,0.28
823,164.4,12.9356832,77.620853,4.21,7.314,0.0,,4.06,6,0.64,12.9356923,77.6208511,4.003,8.327,0.73,129.6,0.562,-0.465,True,moving,0.14,1.49,630,0,2,0.48
824,164.6,12.9356832,77.620853,4.21,7.314,0.0,,4.06,6,0.84,12.9356914,77.6208521,4.112,8.227,0.73,129.6,0.562,-0.465,True,moving,0.14,1.49,630,0,2,0.68
825,164.8,12.9356832,77.620853,4.21,7.314,0.0,,4.06,6,0.04,12.9356891,77.6208532,4.231,7.97,0.76,133.2,0.554,-0.52,True,moving,0.07,0.82,631,0,2,0.03
826,165.0,12.9356832,77.620853,4.21,7.314,0.0,,4.06,6,0.25,12.935688,77.6208543,4.351,7.848,0.76,133.2,0.554,-0.52,True,moving,0.07,0.82,631,0,2,0.24
827,165.2,12.9356832,77.620853,4.21,7.314,0.0,,4.06,6,0.44,12.935688,77.6208543,4.351,7.848,0.76,133.2,0.554,-0.52,True,moving,0.07,0.82,631,0,2,0.43
828,165.4,12.9356832,77.620853,4.21,7.314,0.0,,4.06,6,0.64,12.935687,77.6208555,4.481,7.737,0.76,133.2,0.554,-0.52,True,moving,0.07,0.82,631,0,2,0.63
829,165.6,12.9356832,77.620853,4.21,7.314,0.0,,4.06,6,0.84,12.935686,77.6208566,4.6,7.625,0.76,133.2,0.554,-0.52,True,moving,0.07,0.82,631,0,2,0.83
830,165.8,12.9356872,77.6208558,4.513,7.759,1.83,,1.37,6,0.04,12.935685,77.6208577,4.72,7.514,0.76,133.2,0.554,-0.52,True,moving,0.07,0.82,631,0,2,1.03
831,166.0,12.9356872,77.6208558,4.513,7.759,1.83,,1.37,6,0.24,12.9357061,77.6208522,4.123,9.863,1.74,0.7,0.021,1.74,True,moving,0.06,0.48,632,0,2,0.15
832,166.2,12.9356872,77.6208558,4.513,7.759,1.83,,1.37,6,0.44,12.9357094,77.6208522,4.123,10.23,1.74,0.7,0.021,1.74,True,moving,0.06,0.48,632,0,2,0.35
